Playoffs,Week,Game,Team,Start,Player,Projection,Points
0,13,6,Koersteel,1,DEF,5,2
0,13,6,Koersteel,0,TE,6,6
0,13,6,Koersteel,0,QB,20,19
0,13,6,Koersteel,0,WR,6,5
0,13,6,Koersteel,0,WR,7,9
0,13,6,Koersteel,0,WR,7,1
0,13,6,Koersteel,0,K,8,8
0,13,6,Tungahoo,1,QB,22,18
0,13,6,Tungahoo,1,WR,7,2
0,13,6,Tungahoo,1,WR,7,6
0,13,6,Tungahoo,1,WR,10,4
0,13,6,Tungahoo,1,RB,13,17
0,13,6,Tungahoo,1,RB,16,25
0,13,6,Tungahoo,1,TE,8,0
0,13,6,Tungahoo,1,K,9,7
0,13,6,Tungahoo,1,DEF,13,14
0,13,6,Tungahoo,0,TE,6,0
0,13,6,Tungahoo,0,RB,3,8
0,13,6,Tungahoo,0,QB,19,22
0,13,6,Tungahoo,0,RB,4,1
0,13,6,Tungahoo,0,DEF,10,-5
0,13,6,Tungahoo,0,DEF,9,5
